,title,content
9999995,"추미애 ""여야 정치인 차별 수사 합동 감찰하라""",추미애 법무부 장관이 22일 라임 자산운용 사건과 관련해 검찰의 비위 제보 은폐 및 야당 정치인에 대한 편향 수사 논란에 대한 감찰을 지시했다. 라임 사태의 핵심 인물인 김봉현 전 스타모빌리티 회장이 언론에 보낸 서한을 통해 제기한 문제들에 대해 법무부와 대검 감찰부가 합동으로 감찰하라는 것이다.
9999995,"화이자 ""코로나19 백신 11월말 긴급사용 신청 계획""",화이자는 안전성 검증이 끝나는 다음 달 셋째 주에 미 식품의약국에 긴급사용 승인 신청을 할 전망이다.
9999995,전세대출도 원리금 분할상환 가능해진다,주택담보대출처럼 이자와 원금을 함께 갚아나가는 부분분할상환 전세대출 상품이 나온다.
9999995,“개천절 집회 허용 판사를 탄핵하라”…靑 국민청원글 올라와,일부 보수단체들의 개천절 집회를 하루 앞둔 2일 청와대 국민청원 게시판에 ‘드라이브 스루’ 집회를 조건부로 허용한 판사를 탄핵하자는 청원글이 올라왔다.
9999995,‘특전부자·특전부부’ 가을 하늘을 날다,"특전부대 소속 아버지와 아들, 신혼부부가 강하 훈련에 함께 참가했다."
9999995,부산 다대포해수욕장서 중학생 1명 사망·1명 실종...2명 구조,중학생들이 폐장한 해수욕장에 들어갔다가 1명이 숨지고 1명이 실종됐습니다.
9999995,“트럼프·바이든 누가 되든 자국우선주의 불변”,미국 조 바이든 민주당 대선 후보의 통상공약은 도널드 트럼프 대통령과 크게 차별화되지 않지만 당선될 경우 환경과 노동 분야가 새로운 통상 이슈로 부각될 수 있다는 분석이 나왔다.
9999995,"IMF ""올해 한국 성장률 전망 -1.9%""",국제통화기금 IMF가 올해 우리나라 경제성장률을 -1.9%로 전망했습니다.
9999995,"6조 원 대 광주시 금고, 광주은행으로 결정",광주은행이 한 해 6조 원에 가까운 광주시의 예산을 운영하는 시금고에 선정됐습니다.
9999995,“2025년부터 채무비율 60% 이내 관리”…재정준칙 논란,"정부가 2025년부터 국내총생산 대비 국가채무비율은 60%, 통합재정수지는 -3%가 넘지 않도록 관리하는 재정준칙을 발표했다."
9999995,고속도로 정체 대부분 해소… 서울→부산 4시간 30분,추석 고속도로 정체가 대부분 해소됐다.
9999995,"천연기념물 정이품송 후계목, 수목장 조성 활용 주목",600여 년을 버텨온 천연기념물인 속리산 정이품송의 대를 이을 후계목 육성이 한창인데요.
9999995,"심상정 ""삼성 유령 언론사 만들었나...수사해야""",심상정 정의당 대표는 삼성전자 임원이 출입기자로 등록해 국회에 출입한 것과 관련해 1급 국가보안시설인 국회가 삼성에 의해 유린된 것에 참담하다고 밝혔습니다.
9999995,② 지역균형 뉴딜 선회…공공기관 시즌2 언제?,"대전, 충남이 혁신도시로 지정되면서 무엇보다 가장 큰 관심사는  '2차 공공기관 이전' 문제일텐데요."
9999995,"박영선, 현대차의 중고차 매매업 진출 둘러싼 갈등 관련 ""정의선 회장 상생에 관심 많다""",박영선 중소벤처기업부 장관은 15일 현대자동차의 중고차 매매업 진출을 둘러싼 갈등을 풀기 위해 현대자동차그룹 정의선 신임 회장을 만날 뜻을 피력했다.
9999995,"금감원, '라임 판매' 신한·대신·KB증권 제재심 결론 연기","금융감독원 제재심의위원회가 신한금융투자, 대신증권, KB증권 등 라임 펀드 판매 증권사에 대한 징계 조치를 결정하지 못했다."
9999995," 文 ""나도 마음이 아프다""...군·해경, 조명탄도 없이 야간 수색",북한군 총격에 피살된 해양수산부 공무원의 아들이 문재인 대통령에게 쓴 편지가 공개됐습니다.
9999995,"검찰, 이용호 의원 선거법 위반 기소",전주지검 남원지청은 무소속 이용호 의원을 선거법 위반 혐의로 불구속 기소했습니다.
9999995,"전라북도 내년 생활임금 10,251원…201원 인상",전라북도는 도청과 출자‧출연기관 기간제 노동자 등에게 적용할 내년 생활임금을 올해보다 201원 오른 시간당 만 251원으로 결정했습니다.
9999995," ""대학원생도 산재보장 받아야""…전혜숙, `학생연구원 산재보장법` 발의",대학의 연구활동에 종사하는 학생연구원들도 산재보장을 받도록 하는 법안이 발의됐다.
9999995,"美증시 선물 일제 하락, 나스닥은 2.2% 급락",이날 오전 8시57분 현재 다우지수 선물은 433포인트 하락한 2만7265.00을 나타내고 있다.
9999995,"부동산 정책 성공이냐…김현미 ""아직은 아쉬운 점 있다""","김 장관은 이날 정부세종청사에서 열린 국토부 국정감사에서 ""문재인 정부의 부동산 정책을 설계하고 추진한 장관인데 부동산 정책이 성공이라고 평가하느냐 실패라고 평가하느냐""는 국민의힘 이종배 의원 질문에 이 같이 답했다."
9999995,"서훈 국가안보실장, 방미 일정 마치고 귀국 ",서훈 청와대 국가안보실장이 4박 5일간의 방미를 마치고 17일 오후 5시경 인천국제공항을 통해 귀국 했다.
9999995,항공기내 불법행위 81%가 흡연…폭언 등 소란도 다수,항공기 내에서 발생한 불법행위 10건 중 8건이 흡연인 것으로 나타났다.
9999995,'성별균형 포용성장 파트너십' 자율협약식,공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
9999995,"추미애 ""불편한 진실은 직시할 때까지 이어져야""","추 장관은 31일 사회관계망서비스에 ""불편한 진실은 계속 이어져야 합니다. 외면하지 않고 직시할 때까지 말입니다. 저도 이 정도인지 몰랐습니다""라는 글과 함께 경향신문 강진구 기자의 글을 공유했다."
9999995,김화군 수해복구 현지지도하는 김정은 국무위원장,공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
9999995,"'임원 국회 기자 등록' 물의...삼성전자 ""진심으로 사과드린다""",삼성전자 임원이 국회 출입기자로 등록해 의원회관을 수시로 드나든 것과 관련해 삼성전자가 사과문을 발표했습니다.
9999995,"이도훈 방미 후 귀국…""창의적 아이디어 계속 협의""","방미 일정을 마치고 귀국한 이도훈 외교부 한반도평화교섭본부장이 미국과 ""다양한 계기와 수단을 통해 한반도 문제에 대해 협의를 할 것""이라고 밝혔습니다."
9999995,고성 통일전망대 ‘운영난’…고용 불안 우려,동해안 대표적 안보관광지인 고성 통일전망대가 심각한 운영난을 겪고 있습니다.
9999995,"피살 공무원 아들 ""대통령님! 아빠 구하려 어떤 노력하셨나요?""",북한군에 피격돼 숨진 해양수산부 공무원 A씨가 쓴 친필 편지를 공개했다.
9999995,의협 “의사 국시 재응시 해결 없는 의정협의체 거부”,공공의대 설립과 의대 정원 확대 등을 두고 갈등을 빚었던 의료계와 정부가 이번에는 의대생들의 의사 국가고시 재응시 문제를 놓고 ‘2라운드’에 돌입했다.
9999995,"靑, NSC 상임위 개최…""서해 北총격 사망자 수색활동 점검""",청와대는 22일 노영민 대통령비서실장 주재로 국가안전보장회의 상임위원회 회의를 열고 서해 소연평도 해상 공무원 피격 사건 대응 상황 등을 논의했다.
9999995,"민주 이성만 ""감사원 윌성 보고서, 공무원 헌신 모독""","국회 산자위 소속인 이 의원은 국정감사에서 ""하드디스크를 가져가서 직원들이 동의하지 않은 범위인 자료를 복구해서 공표했다는 것은 명백하게 불법적 행동""이라며 이같이 밝혔다."
9999995,조경태 “국민의힘 비대위 끝내자…전당대회 열어야”,국민의힘 조경태 의원은 20일 김종인 비상대책위원장이 이끄는 비대위 체제를 끝내고 전당대회를 열 것을 제안했다.
9999995,“택배기사 적정 노동시간 입법화…표준 계약서·분류 작업 분리 추진”,더불어민주당이 택배노동자의 적정 노동시간을 입법화하는 방안을 검토하고 있다.
9999995,"김종인 ""이재명은 돌출적, 대통령 못돼""...정성호 ""금수저 눈엔 그리 보일 것""","김종인 국민의힘 비상대책위원장이 여권 유력 대선 주자인 이재명 경기도지사에 대해 ""저런 성격 갖고 대통령이 될 수 있겠냐고 염려하는 사람도 있다""고 말했다."
9999995,"장석영 과기2차관 ""벤츠·테슬라, 알뜰폰 사업자 제외 검토""","장 차관은 이날 국회 과학기술정보방송통신위원회의 과기정통부에 대한 국정감사에서 벤츠, 테슬라 등의 알뜰폰 사업자 등록 사례에 대한 국민의힘 박대출 의원의 질의에 ""해외 대기업에 혜택을 주는 것은 적절하지 않다고 본다""며 이같이 밝혔다."
9999995,"국민의힘, 공수처장 추천위원 내정…출범까진 안갯속",야당 국민의힘이 그동안에 입장을 바꿔서 누가 공수처장이 될지 정하는 위원회에 야당 몫 위원들을 보내기로 했습니다.
9999995,"‘여행앓이’ 관광비행, ‘하늘 위 호텔’도 떴다",최대 크기를 자랑하며 하늘 위 호텔로 불리는 A380 여객기가 여행에 목마른  승객들을 태우고 한반도 상공을  비행했습니다.
9999995,부산→서울 4시간30분…고속도로 정체 다소 풀려,이날 한국도로공사에 따르면 오후 10시 기준 오후 7시에 비해 각 지방 주요 도시에서 서울까지 걸리는 시간이 다소 줄어들었다.
9999995,최태원 회장 “신뢰받는 파이낸셜 스토리로 더 큰 도약을”,최태원 SK그룹 회장이 23일 관계사 최고경영자들에게 “이제는 매력적인 목표와 구체적 실행 계획이 담긴 ‘파이낸셜 스토리’가 시장의 신뢰를 얻어야 뛰어난 기업 가치를 만들 수 있다”고 말했다.
9999995,서울 아파트 두 채 중 한 채는 전셋값 4억 원 넘어,서울의 아파트 두 채 중 한 채는 전셋값이 4억 원을 넘는 것으로 나타났다.
9999995,종부세 20%는 강남서 나오고…강남3구·용산서 서울 전체의 70% 납부,한 해 동안 종합부동산세의 20% 이상이 서울 강남구에서 걷히는 것으로 집계됐다.
9999995,"금감원, ‘환매 중단’ 라임자산운용 등록 취소 결정",금융감독원이 1조6000억원대 환매 중단 사태를 일으킨 라임자산운용에 대해 ‘등록취소’를 결정했다.
9999995,KB 전세수급지수 19년여 만에 최고치…전세공급 부족 심화,전국적인 전세난 속에 전세 공급이 부족하다는 게 지표로 다시 한 번 확인됐습니다.
9999995,긴 연휴에 민원도 봇물…첫날 7천여 건 접수,닷새간의 추석 연휴가 이어지면서 행정기관에 접수되는 민원도 쏟아지고 있습니다.
9999995,‘재인산성’에 분노한 지식인들 “방역 독재의 광기” “이게 경찰 국가”,정부가 개천절인 3일 광화문 일대에 불심검문과 차벽을 통해 집회를 원천봉쇄한 것을 놓고 한미 지식인 사회에서 비난이 쇄도하고 있다.
9999995, 문 대통령 시정연설...함성과 야유가 동시에 있었던 이유는?,문재인 대통령이 오늘 556조 원 규모의 내년도 예산안을 설명하는 국회 시정연설을 했습니다.
9999995,여 “공수처 1호 수사대상” 역공…야 “특검 안되면 장외투쟁” 경고,반면 민주당은 이번 사건을 공수처 1호 사건으로 가져가야 한다고 주장했다.
9999995,편의점 취업 상습 절도 30대 징역 1년,편의점에 취업한 뒤 상습적으로 물건을 훔친 30대에게 징역형이 선고됐습니다.
9999995,'9대 이하 차량시위 허용'에 추가 집회 신고 잇따라,법원이 개천절에 소규모 차량 시위를 조건부로 허용한다는 판단을 내놓자 비슷한 방식의 집회 신고가 잇따르고 있습니다.
9999995,김화군 수해복구 현지지도하는 김정은 국무위원장,공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
9999995,'곰표·말표 맥주' 옛 상표 붙여 재탄생…'옛것이 새롭다',"요즘 편의점에 가면, 눈에 띄는 특이한 제품들이 있습니다."
9999995,"어업인 배제된 일방적 해상풍력 추진, 이제 그만!",어업인이 배제된 채 일방적으로 추진되고 있는 해상풍력의 문제점을 지적하고 어업피해를 최소화하기 위한 정책 마련을 촉구하는 어업인의 목소리가 높아지고 있다.
9999995,코로나19 확산기 '파리바게뜨' 소비자 관심 제빵사 '1위',국내 주요 5개 제빵업체 중 국민들의 가장 많은 관심을 받은 제빵업체는 '파리바게뜨' 인것으로 나타났다.
9999995,‘영끌’ ‘빚투’ 나선 2030세대… 마이너스통장 한도액 급증,올해 7개월간 2030 세대가 개설한 마이너스통장 한도액이 14조원을 넘긴 것으로 나타났다.
9999995,"""월세 줄여달라"" 요구 가능...코로나 위기법 내용은?",21대 국회 첫 정기국회를 시작하면서 여야는 코로나19 관련 법안을 우선 처리하기로 합의했습니다.
9999995, ‘金추’된 배추,서울의 한 대형마트 직원이 4일 채소 진열대에 손질된 배추를 옮기고 있다.
9999995,"북·중은 친선 과시, 한·미는 이상 징후… 위기의 ‘줄타기 외교’?","격화하는 미·중 갈등 속 우리 정부가 미국의 반중 캠페인 동참 요청에 난색을 보이는 가운데, 북·중 간 밀착은 날로 강해지는 모습이다."
9999995,제주 교통유발부담금 36억 원 첫 부과,제주 첫 교통유발부담금이 부과됐습니다.
9999995,"'박원순 성추행 의혹' 피해자, 이낙연 대표에 공개 질의...""대체 뭘 사과한다는 겁니까""",고 박원순 전 서울시장 성추행 의혹 사건의 피해자인 전직 시장 비서 A씨가 30일 이낙연 더불어민주당 대표의 '사과 발언'에 대해 공개 질의했다.
9999995,"'조국 똘마니전' 참전한 김근식 ""뒷끝작렬"" ""쫌스러워""","자신을 ‘조국 똘마니’라고 지칭했다고 진중권 전 동양대 교수를 명예훼손 혐의로 고소한 김용민 더불어민주당 의원에 대해 국민의힘 서울 송파병 당협위원장인 김근식 경남대 교수가 8일 ""똘마니 소리보다 쫌스럽다는 평가가 더 기분나쁘겠다""고 했다."
9999995,"김태년 ""청문회 보다는 남북 공동 조사 이뤄져야""",더불어민주당 김태년 원내대표는 서해상 피격 사건에 대한 국민의힘의 청문회 필요성 주장과 관련해 남북 공동 조사가 우선이라고 다시 한번 강조했습니다.
9999995,고액체납 고소득자 경남 증가세 ‘전국 3위’,국회 행정안전위 한병도 의원이 낸 국정감사 자료를 보면 경남에서 월 500만 원 이상을 벌면서 천만 원 이상의 세금을 체납한 사람은 지난해 기준 94명에 23억 원이었습니다.
9999995,"국민의힘, 공수처장 추천위원 임정혁·이헌 내정…민주당 ""늦었지만 다행""","국민의힘이 야당 몫으로 배정된 고위공직자범죄수사처 처장 후보 추천위원으로 임정혁, 이헌 변호사를 내정했습니다."
9999995,"이인영 ""조성길 유출 경위 조사""...北 '침묵' 계속",조성길 전 북한 대사대리의 귀순 문제는 국회 국정감사에서 연일 논란이 됐습니다.
9999995,김화군 수해복구 현지지도하는 김정은 국무위원장,공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
9999995,상온노출 의심 독감백신 접종자 2290명…380명 증가,질병관리청은 상온노출 의심 독감백신 접종자가 2290명이라고 2일 밝혔다.
9999995,"文대통령 ""유명희 지지해달라""…메르켈 총리 ""전문성 갖춘 적임자""",문재인 대통령이 1일 앙겔라 메르켈 독일 총리에게 세계무역기구 사무총장 선거에 출마한 유명희 통상교섭본부장을 지지해달라고 요청했다.
9999995,소멸 신용카드 포인트 연간 1000억원 넘어.. 최근 5년간 증가세,"2일 국회 정무위원회 위원장인 더불어민주당 윤관석 의원이 금융감독원으로 부터 제출 받은 '최근 5년 간 시중 8개 전업카드사 포인트 현황'에 따르면 지난해 말 기준 카드사 발생 포인트는 3조2039억3900만원이고, 사용 포인트는 2조9926억300만원이다."
9999995,9월 생산·소비·투자 ‘트리플 증가’,"국내의 신종 코로나바이러스 감염증 재확산세가 수그러들고 수출이 개선되면서 지난달 생산과 소비, 투자가 3개월 만에 ‘트리플 증가’를 기록했다."
9999995,"정부가 일부 손실 보전한다는 '뉴딜펀드'…""세금 낭비""",박영우 기자입니다.
9999995,"병무청장 ""유승준 아닌 스티브유, 입국 금지돼야""…유 ""인권침해""",오늘 국정감사에서는 가수 유승준씨를 유승준이 아니라 스티브유로 불러야 한다는 병무청장의 발언이 화제였습니다.
9999995,포스트 코로나 시대 업종별 협회·단체의 역할은?,한국 협회의 날은 지난해 8월 선포식을 갖고 시작돼 올해가 2회째다.
9999995,"與 서울·부산시장 '공천' 결론…진중권 ""박정희 수법 벤치마킹""",이날 민주당은 국회에서 비공개 최고위원회의를 열고 전 당원 투표를 거쳐 당헌 개정을 최종적으로 결정하기로 했다.
9999995,"최장집 ""與, 당내 민주주의 없어…위에서 결정하면 거수기""","최 교수는 이날 정치문화플랫폼 '하우스에서 '위기의 한국민주주의'라는 주제로 열린 특강을 통해 ""한국 정당에서 당내 민주주의가 가능한지 질문을 던져본다""며 이같이 말했다."
9999995,"""기관보다 개미가 나아"" 쪼그라든 주식형 펀드",이른바 개미로 불리는 개인투자자들이 주식시장에서 뜨거운 투자열기를 보이고 있죠.
9999995,,운신이 불편한 사람들에게는 희소식이다.
9999995,"CJ대한통운 미국 통합법인, 콜드체인물류로 역량 인정받아",CJ대한통운은 미국 통합법인 'CJ 로지스틱스 아메리카'가 미국 식품 물류전문지 '푸드 로지스틱스'에서 발표한 '2020 TOP 3자 물류 & 콜드스토리지 공급업체'에 이름을 올렸다고 13일 밝혔다.
9999995,"조성길, 北에 송환된 딸 우려... 한국 도착 비밀 요구한 듯",조성길 전 주이탈리아 북한 대사대리가 지난해 7월 귀국한 사실이 지난 1년 3개월간 철저히 비공개되다가 6일 언론 보도로 알려져 그 배경에 관심이 쏠리고 있다.
9999995,CJ대한통운 택배 종사자 또 사망…대국민 사과,CJ대한통운에서 일하던 30대 택배 종사자가 이틀 전 또 숨졌습니다.
9999995,"정경심씨, 1년 6개월 전 MBC 기자 페이스북에 형사고소",조국 전 법무부장관의 부인 정경심씨가 이아무개 MBC 기자를 모욕 및 허위사실적시 명예훼손으로 고소했다.
9999995,"""아들 골프 동행하면 승진?""…이상직, 중진공 이사장 시절 비리 의혹 불거져","17일 조 의원이 공개한 자료에 따르면 이 의원은 중진공 이사장으로 재직 중 비공식 일정에 적극적으로 협조하는 직원은 초고속 승진을 부여했고 그렇지 않은 직원에게는 성과 평가를 조작해 직위해제, 지방발령까지 가한 것으로 알려졌다."
9999995,"""금감원 직원, 유흥업소서 라임 검사정보 건네""…감봉 징계","권 의원은 23일 국회 정무위원회의 금융위원회·금융감독원 대상 종합 국정감사에서 ""문서를 유출해준 직원이 단순히 업무 차원의 협조가 아니다""라며 A씨가 김 전 행정관과 함께 김 전 회장으로부터 유흥업소에서 접대를 받았다는 의혹을 제기했다."
9999995,"“하나님의 통치가 임하는 나라”…국민의힘, 중앙청년위 주성은 대변인 내정자 등 면직 처분","국민의힘 비상대책위는 2일 긴급 화상회의를 열고 주성은 중앙청년위 대변인의 내정을 취소하고 이재빈, 김금비 부위원장에 대해서는 면직 처분을 내렸다."
9999995,日 외무성 국장 내일 방한…강제징용 배상·수출 규제 등 논의,일본 NHK는 27일 다키자키 시게키 일본 외무성 아시아대양주 국장이 28일부터 사흘 일정으로 방한한다고 보도했다.
9999995,코로나19인데 출퇴근 ‘만원 버스’ 더 심각해진 이유는?,버스같은 대중교통 이용할 때 코로나19 걱정 안 할 수가 없죠.
9999995,"김정숙 여사, 간디 탄생 150주년 기념 웨비나 영상 축사",김정숙 여사는 한국시간으로 오늘 오후 1시 30분부터 열린 '간디 탄생 150주년 기념 웨비나'에서 영상을 통해 축사했습니다.
9999995,‘라임·옵티머스 사태’ 충북 정치권에도 파장,수조 원 대 환매형 펀드 판매 사기 의혹 사건인 라임과 옵티머스 사태로 정치권이 연일 공방을 벌이고 있는데요.
9999995,소상공인 새희망자금 현장접수 시작,소상공인을 위한 정부의 코로나19 피해지원금인 새희망자금 현장 접수가 오늘부터 대구경북 4백여 개 주민센터 등에서 시작됐습니다.
9999995,"""신규 환자 두자릿수로 꺾이기는 했지만...""",세자릿수가 됐던 코로나19 신규 환자가 하루 만에 다시 두자릿수가 됐습니다.
9999995,백악관 대법관 지명식서 코로나 슈퍼전파?…감염자 7명으로 늘어,도널드 트럼프 대통령 내외에 이어 최측근으로 불리던 켈리앤 콘웨이 백악관 전 선임고문까지 참석자 중 코로나19 확진자가 7명으로 늘어나면서 이날 행사가 '코로나19 슈퍼 전파' 행사였을 것이라는 추정이 나오고 있다.
9999995, 美 신규 실업자 84만명…전주 대비 9천명↓,"미 노동부는 8일 신규 실업수당 청구가 84만건으로, 전주 대비 9000건 줄었다고 밝혔다."
9999995,홍삼 쓸어담는 中보따리상…국내 불법 유통 도마에,"17일 양향자 더불어민주당 의원이 관세청에서 받은 ‘우범 여행자 현장 인도 제한 조치 현황’에 따르면 관세청은 지난해 10월 1197명, 올해 1월 984명의 외국인을 단속 대상인 ‘우범 여행자’로 지정했다."
9999995,"현대차, 테슬라 뛰어넘을 '스마트 모빌리티 기업' 변신 속도",정의선 현대차그룹 수석부회장의 회장 선임은 글로벌 자동차 시장이 코로나19로 인해 한 치 앞을 내다보기 힘든 상황에서 미래 방향성을 결정하기 위해 반드시 필요한 결정이라는 분석이 나오고 있다.
9999995,“KT 동백전 협약 이행해야…부산시 검증 철저히”,부산시가 동백전 운영대행사인 KT의 동백전 사업 협약 이행 여부를 철저히 검증해야 한다는 지적이 나왔습니다.
9999995,경제부총리·공정위원장·금융위원장도 빈소 찾아,한국 경제의 '거목'으로 평가받는 고 이건희 삼성그룹 회장의 빈소에는 기업인 뿐 아니라 경제부처 고위 공무원들도 와 고인을 애도했다.
9999995,"롯데월드타워, 마블 영웅들과 함께하는 핼러윈 ","서울 송파구 롯데월드타워 외벽에 ‘마블 어벤져스’ 아이언맨, 캡틴아메리카, 스파이더맨 이미지가 발광다이오드 조명으로 연출되고 있다."
9999995,"할리스커피, KG그룹 가족사 합류 … F&B사업에서의 역량 강화 기대",KG그룹이 할리스커피를 인수한다.
9999995,"한국필립모리스, 소방관 심리치유 지원",한국필립모리스가 26일 대전소방본부와 소방관들의 정신건강관리 지원을 위한 기부 약정식을 체결했습니다.
9999995,마스크 생산 과잉...재고 7억 장 넘자 수출 규제 폐지,약국마다 마스크를 사기 위해 장사진이 펼쳐졌고 마스크 선물이 큰 인기를 끌기도 했습니다.
9999995, 2020년 10월 22일 목요일 ,"오늘의 이슈를 장예찬 시사평론가, 조동찬 의학전문기자와 함께 오뉴스에서 함께 자세하게 알아봅니다."
9999995,"KB금융, 국내 최초 ESG채권 2,700억 발행",국내 금융지주사 중 원화 ESG채권을 발행하는 것은 KB가 처음이다.
9999995, 아직 재난지원금 못 받은 2차 대상자 12일부터 신청 접수,아직 긴급재난지원금을 받지 못한 특수형태 근로자와 프리랜서에 대한 지원금 신청 절차가 오는 12일부터 다시 시작됩니다.
9999995,내일 전두환 씨 결심공판… 검찰 구형량 관심,"5·18 당시 헬기 사격과 관련해 故 조비오 신부의 명예를 훼손한 혐의로 기소된 전두환씨에 대한 형사재판 결심공판이 내일 열리는 가운데, 검찰의 구형량에 관심이 모아집니다."
9999995,"美 정부, 구글 상대 첫 반독점 소송 제기",20일 미 언론들은 법무부가 11개 주와 함께 워싱턴DC의 연방법원에 검색 시장 독점적 사업자인 구글의 불공정행위에 대한 소장을 제출했다고 보도했다.
9999995,"코리아세일페스타 개막식, 발언하는 정세균 총리",공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
9999995,'미얀마 BTS' 꿈꾼다…K팝 배우러 한국에 온 미얀마 아이돌,"방탄소년단, 블랙핑크 등 국내 K팝이 전 세계적인 인기를 끌면서 해외 아이돌이 K팝을 배우려고 한국에 오는 사례도 생겼습니다."
9999995,美 대선 뒤 강경화·이도훈 방미...다음 달 외교전 불붙나,미국 대선이 치러지는 다음 달 3일 이후 강경화 외교부 장관과 이도훈 한반도 평화교섭본부장이 함께 미국을 방문할 것으로 알려졌습니다.
9999995,"야생멧돼지 차단방역망 뚫렸나, 코로나 사태속 ASF 재확산 공포","11일 ASF 중앙사고수습본부에 따르면 지난 8일 강원도 화천군 한 양돈농장에서 출하한 어미돼지 8마리 중 3마리가 폐사한 것을 확인, 정밀검사 결과 9일 ASF로 확진했다."
9999995,"日 첫 제트 여객기, 사실상 개발 중단…코로나19 직격탄",교도통신은 22일 복수의 관계자를 인용해 미쓰비시' 개발비와 인원을 대폭 삭감해 사업을 사실상 동결하는 방향으로 최종 조율 중이라고 보도했다.
9999995,초코케이크의 ‘무한변신’,"제과업계 대표주자인 롯데, 해태, 오리온 등이 스테디셀러인 초코케이크 시장을 놓고 치열한 경쟁을 벌이고 있다."
9999995,김정은 국무위원장 현지지도한 김화군 수해복구 현장,공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
